"","Date","Price","Text","bing_score","nrc_score","afin_score"
"13026",2014-02-04,107.04,"our greatest weakness lies in giving up the most certain way to succeed is always to try just one more time thomas a edison",-1,1,2
"13027",2014-02-04,107.04,"in the old post office will be fully transformed into an iconic destination trump int l washington dc ",1,2,0
"13028",2014-02-04,107.04,"wind energy is a complete economic disaster ",-1,-1,-2
"13029",2014-02-04,107.04," realize that an entrepreneur s most important gift to the world is jobs security and well being for others midas touch",0,2,4
"13030",2014-02-04,107.04," wineenthusiast s highest rated wine in va trumpwinery uses gentle techniques to produce quality wines ",1,0,0
"13031",2014-02-05,106.81,"when will our country stop wasting money on global warming and so many other truly stupid things and begin to focus on lower taxes ",-2,-1,-5
"13032",2014-02-05,106.81," just be tough be strong be willing to learn and you will learn don t be afraid of mistakes or setbacks think like a champion",0,1,0
"13033",2014-02-05,106.81,"negotiation it is persuasion more than power ",0,0,0
"13034",2014-02-05,106.81," an investment in knowledge pays the best interest benjamin franklin",0,2,4
"13035",2014-02-05,106.81,"massive record setting snowstorm and freezing temperatures in u s smart that global warming hoaxsters changed name to climate change ",0,-1,1
"13036",2014-02-05,106.81,"never allow your attitude to be a liability be positive and strong set your mind on winning and keep it there ",2,1,9
"13037",2014-02-05,106.81,"the blue monster golf course officially opens tomorrow at trump national doral with a ribbon cutting ceremony great course great reviews ",0,0,2
"13038",2014-02-05,106.81,"wow just in obamacare projected to cause large scale drop in jobs even dems are shocked by million number disaster ",-1,-1,-1
"13039",2014-02-05,106.81," innovation distinguishes between a leader and a follower steve jobs",1,2,1
"13040",2014-02-06,108.15," stories above downtown new york trumpsoho features loft inspired interiors designed by fendi casa ",0,1,2
"13041",2014-02-06,108.15," remember that things are cyclical so be resilient be patient be creative and remain positive think like a champion",5,4,6
"13042",2014-02-06,108.15,"via golfweekmag by bkleingolfweek donald trump reopens doral s blue monster ",0,-1,0
"13043",2014-02-06,108.15,"how does frumpy amp little read nytimes editorial writer gail collins keep her job she is totally irrelevant nytimescollins",-1,1,0
"13044",2014-02-08,108.15," wesleycooler but nobody asked a great school ",0,0,3
"13045",2014-02-08,108.15,"i ve been saying for three months that the bridge tolls to staten island are far too high and unfair just got lowered but not nearly enough",0,-1,-2
"13046",2014-02-10,110.18,"governor cuomo only cut the verrazano bridge tolls because i made it a major point in speeches i love the people of staten island ",1,2,2
"13047",2014-02-10,110.18," destiny has a part to play in your life and in your business so give it a chance to work think like a champion",2,1,4
"13048",2014-02-10,110.18,"w views of nyc s skyline trump stamford is connecticut s most luxurious high rise featuring trump amenities ",3,1,0
"13049",2014-02-10,110.18," dualheadedeagle true and thanks ",0,0,4
"13050",2014-02-10,110.18," nabalab realdonaldtrump with wrestlemania coming up any chance of renewing your rivalry with vincemcmahon yourefired ask vince ",-1,-1,2
"13051",2014-02-10,110.18," golfswingshirt realdonaldtrump looking forward to playing trump national la on tuesday with padraig harrington say hi to padraig ",1,1,0
"13052",2014-02-10,110.18," remember to keep going if you stop your momentum will stop think big",0,1,0
"13053",2014-02-10,110.18,"doing fox amp friends at a m enjoy ",1,1,2
"13054",2014-02-10,110.18," mega realdonaldtrump please mr trump put derekhough on your show celebapprentice he would do great ",1,0,4
"13055",2014-02-10,110.18," ann eads realdonaldtrump i agree with you about how people are mocking russia and their efforts only going to hurt us in long run ",-2,-1,-3
"13056",2014-02-10,110.18," k swisher thanks kasey ",0,0,2
"13057",2014-02-10,110.18,"anytime you see someone talking about celebrity weight loss on my twitter it is a total scam ",-2,-1,-5
"13058",2014-02-11,109.21,"great purchase in ireland will be a top spot ",1,1,5
"13059",2014-02-12,108.62,"my sons don and eric are right now at doonbeg in ireland there will be nothing like it ",0,1,2
"13060",2014-02-12,108.62,"if obamacare is such a wonderful law then why does obama summarily change the law before an election ",1,1,4
"13061",2014-02-12,108.62," trump s championship bluemonster course opens to rave reviews ",1,0,0
"13062",2014-02-12,108.62,"make it special no better place to celebrate st patrick s day in the windy city than trumpchicago ",1,1,4
"13063",2014-02-12,108.62," always bear in mind that your own resolution to succeed is more important than any other abraham lincoln",1,2,2
"13064",2014-02-12,108.62,"looking forward to addressing the record setting crowd tonight at the new york county lincoln day dinner lots to talk about ",0,3,0
"13065",2014-02-12,108.62,"the people of ireland have been so great about my purchase of doonbeg i ll be there soon lodgeatdoonbeg",0,0,3
"13066",2014-02-12,108.62," don t sell yourself short on something that is important today is just the beginning think like a champion",1,3,4
"13067",2014-02-12,108.62," if we did all the things we are capable of we would literally astound ourselves thomas a edison",2,0,4
"13068",2014-02-12,108.62," trump lays out big plans for doonbeg resort billionaire says investment shows ireland s economy recovering ",1,0,1
"13069",2014-02-13,108.98,"our clubhouse facility amp suites in ireland lodgeatdoonbeg trumpireland ",0,0,0
"13070",2014-02-13,108.98,"if scotland doesn t stop insane policy of obsolete bird killing wind turbines country will be destroyed alexsalmond aberdeencc",-3,-3,-11
"13071",2014-02-13,108.98," t sharp donald trump would be the most ideal president thank you ",3,1,2
"13072",2014-02-13,108.98,"a big part of the country even the southern states is under massive attack from snow and freezing cold global warming anyone ",-3,-3,0
"13073",2014-02-13,108.98," danscavino thanks dan ",0,0,2
"13074",2014-02-13,108.98," mandreinahp you re one of my idols from age i read your books at i started my company thanks great ",0,0,5
"13075",2014-02-13,108.98,"give your goals substance make them count on as many levels as you can remember that passion can be the catalyst for great achievement ",2,4,3
"13076",2014-02-13,108.98,"my sons don and eric are in ireland looking at my new club it will be phenomenal lodgeatdoonbeg",1,1,0
"13077",2014-02-13,108.98,"great making keynote speech at lincoln day dinner hosted by dan isaacs amp ny republican county committee wonderful people ",1,4,7
"13078",2014-02-14,108.63,"my new club on the atlantic ocean in ireland will soon be one of the best in the world and no one will be looking into ugly wind turbines ",-1,-1,-1
"13079",2014-02-14,108.63," waapples realdonaldtrump valentine s day and wife s th trumpchicago this weekend great ",0,0,3
"13080",2014-02-14,108.63," lkoja excited for cpac realdonaldtrump true inspiration to many americans thank you ",2,2,9
"13081",2014-02-14,108.63," brianfinn realdonaldtrump will you be coming to doonbeg yes very soon ",0,0,1
"13082",2014-02-14,108.63," robertundefined realdonaldtrump is the real deal he is the man thanks ",0,2,2
"13083",2014-02-14,108.63," faizermiami realdonaldtrump best advice from the best leader ",0,1,3
"13084",2014-02-14,108.63," i never did a day s work in my life it was all fun thomas a edison",1,1,4
"13085",2014-02-14,108.63,"i hope that derek jeter has such a fantastic year with yankees that he changes his mind about retiring great guy ",1,1,9
"13086",2014-02-14,108.63,"set the bar high do the best you possibly can be focused disciplined and alert every single day ",0,0,4
"13087",2014-02-14,108.63," trumpdoral s bluemonster looks fantastic great time at the grand opening now looking forward to the cadillacchamp",2,1,10
"13088",2014-02-14,108.63," reexaminelife monday i lectured college students that what makes u so successful is you always exceed your customers expectations thx ",2,2,3
"13089",2014-02-14,108.63," richardson realdonaldtrump is my role model one of the best americans out there thank you mike ",0,1,5
"13090",2014-02-14,108.63," joandkev realdonaldtrump what the date of celebrity apprentice i m excited to see it start shooting in weeks ",1,0,3
"13091",2014-02-14,108.63," jakejuliot realdonaldtrump when will we know the cast for the next season of celebrityapprentice very soon ",0,0,0
"13092",2014-02-14,108.63," richtweett realdonaldtrump please do the same thing for the whitestone bridge thanks donald trump i will try ",1,0,3
"13093",2014-02-14,108.63," mbmirish realdonaldtrump congrats on your purchase in ireland how do i apply to work there write to manager joseph good luck ",1,2,8
"13094",2014-02-14,108.63," stewart hi don t know why it took me so long to follow you welcome to ireland looking forward to visit your new golf club ",0,3,2
"13095",2014-02-14,108.63," dasboot scotland s loss for being short sighted wish you every success with the new club thank you alexsalmond aberdeencc",0,0,2
"13096",2014-02-14,108.63," therealtmac trumpsoho my wife and i stayed there and not only is the hotel beautiful but the service is outstanding thank you ",2,1,10
"13097",2014-02-14,108.63,"do you believe the way karzai talks down to the united states zero respect ",1,2,1
"13098",2014-02-14,108.63," longetterer donald trump is paid million per hr of every speaking engagement ",1,0,0
"13099",2014-02-14,108.63,"the irish government is too smart to destroy their beautiful coastline w bird killing ugly wind turbines alexsalmond aberdeencc",-1,-2,-5
"13100",2014-02-14,108.63," datadamguy realdonaldtrump trumpsoho hotel looks great can t wait to build something just as epic good luck ",1,3,9
"13101",2014-02-14,108.63," sheridanbetts can t wait for cpac because of realdonaldtrump i look forward to it also ",0,0,0
"13102",2014-02-14,108.63," pierpaolomonni i definitely agree with t sharp realdonaldtrump really hope you will run for president thank you ",1,3,5
"13103",2014-02-14,108.63," augustleo realdonaldtrump t sharp i totally agree the brain the don has is so inspiring i ve loved him for years thanks ",3,2,9
"13104",2014-02-15,108.63," minlarrycornel realdonaldtrump trumpdoral spectacular please keep up the good work minlarrycornel thank you ",1,1,6
"13105",2014-02-15,108.63," enviroclean trumpchicago my wife and i stayed there for our anniversary beautiful placeamazed that all the staff remembered our name ",1,1,3
"13106",2014-02-15,108.63," adamedinburg realdonaldtrump was watching home alone with my son and you look the exact same can i get a rt ",0,0,-2
"13107",2014-02-15,108.63," lodgeatdoonbeg one of the great places on the planet and will only get better now that i own it and will be investing large sums in it ",0,0,5
"13108",2014-02-15,108.63,"the brand new blue monster golf course at trump national doral is doing fantastic business also the new driving range is open at night ",1,-1,4
"13109",2014-02-15,108.63," youngsinatra donald trump is still my favorite mac miller track mac has certainly done well with me how many hits now on twitter ",2,1,2
"13110",2014-02-15,108.63," markadamsbball without passion you don t have energy without energy you have nothing donald trump passion ",3,2,0
"13111",2014-02-15,108.63,"a dishonest slob of a reporter who doesn t understand my sarcasm when talking about him or his wife wrote a foolish amp boring trump hit ",-3,-4,-7
"13112",2014-02-15,108.63," drewmadeoff rt realdonaldtrump i never did a day s work in my life it was all fun thomas a edison ",1,1,4
"13113",2014-02-16,108.63," bushpiggy realdonaldtrump jealous you got a magnificant course like doonbeg on the most beautiful island in the world fact ",0,0,3
"13114",2014-02-16,108.63," helscahill realdonaldtrump congrats on adding the beautiful west of ireland to your golf club portfolio you have lifted the country ",1,1,5
"13115",2014-02-16,108.63," fitbafan neaver realdonaldtrump the majority of people near the course fully support it problem is a vocal minority scotland ",1,0,0
"13116",2014-02-16,108.63,"how come discredited reporter mckaycoppins refused to write that the events in new hampshire buffalo and n y were all record breakers ",-1,0,-4
"13117",2014-02-16,108.63," mckaycoppins is a failed and dishonest reporter who refuses to mention the sarcasm in my voice when referring to him or irrelevant buzzfeed",-5,-2,-4
"13118",2014-02-16,108.63,"i never equated wind farms to the pan am lockerbie disaster only stated that alexsalmond should never have released the terrorist bad ",-3,-3,-5
"13119",2014-02-16,108.63," loveandgarbage never said it a total misquote ",0,0,0
"13120",2014-02-16,108.63," scotgov scotland could be on the verge of a new generation of hydro power ",0,-1,0
"13121",2014-02-17,108.63,"do you believe this one secretary of state john kerry just stated that the most dangerous weapon of all today is climate change laughable",-2,-3,0
"13122",2014-02-17,108.63," tahanna realdonaldtrump hope one day we ll be honoring you on presidents day so nice ",2,1,7
"13123",2014-02-17,108.63,"it s not climate changeit s global warming don t let the dollar sucking wiseguys change names midstream because the first name didn t work",0,1,0
"13124",2014-02-17,108.63,"do you think john kerry is aware of the fact that they are building nuclear weapons in iran and north korea and pakistan already has them ",0,0,0
"13125",2014-02-17,108.63,"don t let the global warming wiseguys get away with changing the name to climate change because the facts do not let gw tag to work anymore ",0,2,0
"13126",2014-02-17,108.63,"due to the holiday i will not be doing fox amp friends this morning next monday at ",0,1,0
"13127",2014-02-17,108.63," kathyshirer your country needs you donald trump your about the only one in the world that can get us out of debt thank you ",0,-1,0
"13128",2014-02-17,108.63," rm donald j trump realdonaldtrump govchristie if mr trump will not run in christie is the answer no b s no bowing ",2,0,-1
"13129",2014-02-17,108.63," chrismashimbyi the art of the deal by realdonaldtrump is one of the greatest books ever thank you ",0,2,5
"13130",2014-02-18,110.14," coming together is a beginning keeping together is progress working together is success henry ford",2,3,4
"13131",2014-02-18,110.14,"bloggers like mckay coppins amp buzzfeed are true garbage with no credibility record setting crowds amp speech not reported piersmorgan",-1,1,3
"13132",2014-02-18,110.14," sharonsmurfit realdonaldtrump great purchase in ireland will be a top spot ",1,1,5
"13133",2014-02-18,110.14," michael ksc realdonaldtrump thedropkicks whether global warming or climate change the fact is we didn t cause it we cannot change it ",0,0,0
"13134",2014-02-18,110.14,"a legitimate article about me ",0,0,0
"13135",2014-02-18,110.14,"thank you jeffrey lord for the great article discrediting third rate buzzfeed site amp slimebag reporter mckay coppins piersmorgan amspec",0,1,5
"13136",2014-02-19,110.37," iamebbot realdonaldtrump jesus would be so proud of you donald ",1,1,3
"13137",2014-02-19,110.37," amspec in aiming at trump buzzfeed shot its own credibility ",1,0,0
"13138",2014-02-19,110.37," spinningdisk realdonaldtrump ignore them mr trump don t waste your time sounds like a personal problem for them losers ",-2,-2,-2
"13139",2014-02-19,110.37,"ben smith is that really his last name of buzzfeed is a total mess who probably got his minion coppins to do what he didn t want to do ",-1,-1,-1
"13140",2014-02-19,110.37," nospin realdonaldtrump tan climate change allows them to stay on the gravy train whatever happens ",0,0,0
"13141",2014-02-19,110.37," brasicingbras realdonaldtrump let the haters hate mr trump love my new trump tie from macys trump great ",2,0,0
"13142",2014-02-19,110.37," amarudacosta sadly realdonaldtrump was correct about south africa the level of violence is irrepressible ",-1,-1,-5
"13143",2014-02-19,110.37," fastercarrrrrrr realdonaldtrump why are you not running for president in we ll see what happens ",0,1,0
"13144",2014-02-19,110.37," tspohn i think it d be cool if realdonaldtrump ran in he d get my vote great ",1,1,4
"13145",2014-02-19,110.37," sovereignchadg when will the pga tour be coming to trump national march th ",1,1,0
"13146",2014-02-19,110.37,"governor cuomo is right about one thing attorney general eric schneiderman does wear eyeliner what the hell is up with him ",-1,0,-4
"13147",2014-02-19,110.37," amspec did a great job of destroying the little remaining credibility of buzzfeed and the very dumb ben smith ",-1,0,-3
"13148",2014-02-19,110.37," rcoldwellbanker i wear a suit everyday to be professional but i top it off with a trumptie to say i m on top of my game and successful ",3,2,5
"13149",2014-02-19,110.37,"my friend eminofficial was fantastic on the todayshow this morning a star ",1,2,4
"13150",2014-02-19,110.37," alexsalmond sought my support after he released terrorist al megrahi who blew up pan am killing all aboard i said no way ",-1,-2,-1
"13151",2014-02-19,110.37," graeme s i have that many trump books at my desk he may as well be next to me telling me i have what it takes thanks",1,0,2
"13152",2014-02-19,110.37,"amazing story in breitbartnews about the sleazebag blogger coppins who fabricated nonsense about me for irrelevant buzzfeed congrats ",-1,-2,4
"13153",2014-02-19,110.37," samraj realdonaldtrump i just saw that many indians have mr trump as their role model and all the libraries had trump books super ",3,1,3
"13154",2014-02-19,110.37,"isn t it crazy i m worth billions of dollars employ thousands of people and get libeled by moron bloggers who can t afford a suit wild ",-1,-1,-3
"13155",2014-02-19,110.37,"i read willweatherford s comments that the lights are dimming on gambling in florida nothing could be worse for the state ",-1,-2,-3
"13156",2014-02-19,110.37," joerepublic mckaycoppins how nice of this punk with a pen to call a truce after he tries to show u up w his bs true thx",-1,1,5
"13157",2014-02-19,110.37," alexrasey i d vote for realdonaldtrump in a heartbeat thanks ",0,0,2
"13158",2014-02-19,110.37," davedautel been following you since your book art of the deal thank you for your words of wisdom amp insights thx ",1,2,2
"13159",2014-02-19,110.37,"i wonder how much money dumb buzzfeed and even dumber ben smith loooose each year they have zero credibility totally irrelevant and sad ",-3,0,-5
"13160",2014-02-19,110.37," ron fournier actually i like you ",0,0,2
"13161",2014-02-19,110.37," flgovscott gaming states are laughing at stupidity of not approving gaming in fl they re afraid of miami can t believe their luck ",-1,1,2
"13162",2014-02-19,110.37," willweatherford flgovscott gaming in miami will be incredible best in world and create lots of jobs and revenue ",1,1,3
"13163",2014-02-19,110.37," celebbiach realdonaldtrump irishcentral lodgeatdoonbeg welcome to clare thank you ",0,0,4
"13164",2014-02-19,110.37,"thank you to matt boyle breitbartnews for analytical amp well written piece on sleazebag blogger mckaycoppins amp irrelevant buzzfeed",-1,-1,2
"13165",2014-02-19,110.37," m brannstrom realdonaldtrump inspires me every day thank you ",0,0,4
"13166",2014-02-19,110.37," ructions realdonaldtrump hey donald will ur new irish golf course be close to shannon airport yes ",0,0,1
"13167",2014-02-19,110.37,"internal polling shows that i would swamp robastorino in a ny republican primary to but won t run if party is not unified ",1,0,4
"13168",2014-02-19,110.37,"ny state republican party must unify or november will be another disaster ",-1,-1,-2
"13169",2014-02-19,110.37,"for the ny state repubs to waste time energy and money on a primary then go against dems is insane ",-2,0,-3
"13170",2014-02-19,110.37,"thank you to jeffrey lord amspec for his incredible amp insightful article this weekend on failing amp irrelevant buzzfeed",0,-2,0
"13171",2014-02-20,109.42,"individual commitment to a group effort is what makes a team work a company work a society work a civilization work vince lombardi",1,2,2
"13172",2014-02-20,109.42," flgovscott can create tens of thousands of jobs by approving casinos in miami it s time willweatherford",0,2,0
"13173",2014-02-20,109.42," andywhumphreys trump national hudson valley is a gorgeous course amazing improvements robastorino kieranlalor thx",4,1,4
"13174",2014-02-20,109.42," woodrowwinters you have very capable kids that can run the company for you this country needs you badly thx",0,-1,-2
"13175",2014-02-20,109.42,"i took a failed club in dutchess county amp made it a great success plus many jobs kieranlalor should be thankful ",1,2,5
"13176",2014-02-20,109.42," kieranlalor i created far more jobs and success in dutchess than you you should be fired ",1,1,0
"13177",2014-02-20,109.42,"a poll of the miami dade was conclusively in favor of gambling in miami willweatherford flgovscott ",1,-1,2
"13178",2014-02-20,109.42," cmac jenkins i dont care how old it is i will always get so pumped up when i listen to donald trump really nice sort of ",2,0,5
"13179",2014-02-21,109.03," michelleneuf realdonaldtrump we need you and giuliani in whitehouse we need a crime fighter who knows crime and your creativity ",-2,-1,-3
"13180",2014-02-21,109.03," nsugra realdonaldtrump looking forward to going on a nature walk at the golf course in palosverdes tomorrow with my daughters great ",0,1,3
"13181",2014-02-21,109.03," pekastar realdonaldtrump trump and that s all i m going to say thanks ",1,0,2
"13182",2014-02-21,109.03," elnskitty realdonaldtrump you re brilliant i know but thanks anyway ",1,1,6
"13183",2014-02-21,109.03," kieranlalor realdonaldtrump why didn t you just add be sure to tune in to nbc this fall for the apprentice a very good point ",-1,0,3
"13184",2014-02-21,109.03," great minds have purposes others have wishes washington irving",0,0,4
"13185",2014-02-21,109.03," chrissstinac realdonaldtrump is apprentice coming back on the air donaldforpresident yes start shooting in two weeks season ",0,-1,1
"13186",2014-02-21,109.03," alexeveslage realdonaldtrump should be president he could get things done that is so true ",0,1,2
"13187",2014-02-21,109.03," megan lumetta i ve been the first one to favorite three of donald trumps tweets and i m pretty proud realdonaldtrump great ",3,3,8
"13188",2014-02-21,109.03," walshfreedom realdonaldtrump kieranlalor or buy my books or chocolate or water or my clothing line and make me money dopey ",0,2,0
"13189",2014-02-21,109.03," bryantcope this country needs someone like you that speaks their mind and is great with economics finances trumpforpotus ",0,0,5
"13190",2014-02-21,109.03," great works are performed not by strength but by perseverance samuel johnson",1,1,5
"13191",2014-02-21,109.03," barrman realdonaldtrump if you run for president in you would have my vote ",0,1,0
"13192",2014-02-21,109.03," michaelrcaputo thank you for all of your support you have been amazing ",2,0,8
"13193",2014-02-21,109.03," mariofmartinezz realdonaldtrump trump ",1,0,0
"13194",2014-02-21,109.03," timothyrosinski realdonaldtrump if you run for potus you will win just think about that thank you ",1,0,6
"13195",2014-02-21,109.03," khadeejanicolle realdonaldtrump if u run potus that s the only way i ll vote republican pls consider running u d be g t n thanks",0,0,2
"13196",2014-02-21,109.03," michaelkakos realdonaldtrump when and if you run you will be my first president that i vote for in my life trump ",1,1,0
"13197",2014-02-21,109.03," stelmo realdonaldtrump kingrex michaelwacha come play trump s course at the point in charlotte nc you won t be disappointed ",1,-1,1
"13198",2014-02-21,109.03," davidinspired realdonaldtrump please run for president this country needs your wisdom i agree thanks ",1,3,4
"13199",2014-02-21,109.03," lakehostetler realdonaldtrump mr trump in a nutshell what is my best course of action to succeed great ideas and hard work ",1,2,5
"13200",2014-02-21,109.03," mfantauzzo please save this country mr trump going to take a business genius to clean up obamas mistakes you got my vote ",2,3,3
"13201",2014-02-21,109.03," rampage realdonaldtrump if you run sir you have my vote trumpforpresident thanks ",-1,0,2
"13202",2014-02-21,109.03," marshall cook realdonaldtrump how do you feel about kevin o leary from shark tank reminds me of you but i have much more money amp hair",-2,0,0
"13203",2014-02-22,109.03," wwulffy allenwest sentedcruz realdonaldtrump proud to have you on our side thank you ",1,1,4
"13204",2014-02-22,109.03," allenwest great seeing you last night at record setting mar a lago republican event the crowd loved you ",0,-1,6
"13205",2014-02-22,109.03," barmes andnoble if donald trump runs for president i will be beyond happy if he wins i will be beyond beyond happy so nice thanks ",5,2,12
"13206",2014-02-22,109.03," leoncekakore realdonaldtrump what is the secret behind your success good ideas and concepts but beyond everything i never quit ",1,1,5
"13207",2014-02-22,109.03," chroniclepm realdonaldtrump for president and some ignorant fools don t understand i am campaigning for him dead heads istarttrend ",-2,0,-7
"13208",2014-02-22,109.03," cstevechristyjr realdonaldtrump the country needs a business man in charge that is not afraid to call out china dt for p true ",-1,-1,0
"13209",2014-02-22,109.03," tnaps if donald trump is our next president america will be saved ith and all will be well in the world amen and alleliua true ",1,2,4
"13210",2014-02-22,109.03," browardpolitics conservative leader al cardenas describes realdonaldtrump as a true patriot am great ",0,1,5
"13211",2014-02-22,109.03," shapirojd realdonaldtrump rebar at trump international chicago is awesome ",2,0,4
"13212",2014-02-22,109.03," jkmartin realdonaldtrump for potus melaniatrump for flotus i can tell you with certainty she would be great ",0,1,3
"13213",2014-02-23,109.03,"do you think that very dumb reporter blogger mckay coppins has apologized to his wife for his very inappropriate behavior while in florida ",-2,-1,-4
"13214",2014-02-23,109.03," reagan nation michael savage donald trump is the only republican that can beat hillary ",0,-1,0
"13215",2014-02-23,109.03," danawhite you have done an amazing job i am proud to have been there at the very beginning ",2,2,6
"13216",2014-02-23,109.03," burkejack best course in the world realdonaldtrump trumpinternational ",0,0,3
"13217",2014-02-24,109.76," xx justme realdonaldtrump realdonaldtrump i think you should run for president so do many others thanks you have my vote ",0,1,2
"13218",2014-02-24,109.76," sobakawa realdonaldtrump he ll never run can you really imagine trump putting all his wealth in a blind trust i ve done worse ",0,-1,0
"13219",2014-02-24,109.76," dannbushh realdonaldtrump i think you should run for president so do many others thanks ",0,1,2
"13220",2014-02-24,109.76," kelsey realdonaldtrump you re seriously the best i miss the celebrity apprentice so much we shoot in weeks great cast ",-1,-1,3
"13221",2014-02-24,109.76," kathy realdonaldtrump dannbushh i m one of them you d be an excellent president ",1,2,3
"13222",2014-02-24,109.76," darealfito realdonaldtrump not only would you be an amazing president you would be the only one that can give america it s balls back ",1,1,4
"13223",2014-02-24,109.76,"iraq buying worth of weapons from iran despite so many killed and trillions spent iraq dumps u s i told you so long ago ",-1,-1,-2
"13224",2014-02-24,109.76,"will be doing fox amp friends at a m minutes enjoy ",1,1,2
"13225",2014-02-24,109.76,"entrepreneurs everything starts with you leadership is not a group effort if you re in charge then be in charge ",0,1,0
"13226",2014-02-24,109.76,"entrepreneurs don t expect anyone to be on your side sometimes we re all in this alone so believing in yourself is mandatory ",0,3,-3
"13227",2014-02-24,109.76,"we could make america great again by spreading obamacare throughout the world while at the same time dropping it from u s ",0,0,3
"13228",2014-02-24,109.76,"russia beat the united states in the olympics another obama embarrassment isn t it time that we turn things around and start kicking ass ",-1,-1,-5
"13229",2014-02-24,109.76," barrustj is it just me or does the idea of a president who knows how to succeed and lead actually seem possible trump ",3,3,0
"13230",2014-02-24,109.76," getownedbyjones realdonaldtrump dannbushh america needs you donald if you don t run i m afraid for the future generations ",-1,0,-2
"13231",2014-02-24,109.76," mvmoreno pmdino realdonaldtrump stewart you are an amazing inspiration ignore the haters i do as much as possible ",0,0,2
"13232",2014-02-24,109.76," thesergiogarcia played the new trump doral this morning should be great for next week thx sergio u will do great next week see u then",1,0,3
"13233",2014-02-24,109.76,"building a personal brand then focus on being great focus on being the best at what you do excellent article ",1,3,9
"13234",2014-02-24,109.76,"entrepreneurs keep your momentum see yourself as victorious and leading a winning team keep everyone moving forward ",3,4,4
"13235",2014-02-24,109.76," rustypool realdonaldtrump you know america whether you like him or not trump was correct on this one ",2,0,2
"13236",2014-02-24,109.76,"whether you like it or not the russians did a great job in hosting the olympics remember when obama went to europe to get olympics fourth ",0,1,5
"13237",2014-02-24,109.76," chrisfoley wearing my trump shirt to school tomorrow realdonaldtrump great ",1,0,3
"13238",2014-02-25,109.19," stevepike realdonaldtrump kieranlalor you ve done the same thing at doral mr trump congrats thank you ",1,0,4
"13239",2014-02-25,109.19," summerb as a dutchess county resident that is the absolute truth it s a course and facility to be proud of mr trump thank you ",2,4,4
"13240",2014-02-25,109.19," petedahlgren i find myself constantly thinking about momentum thks to you keep giving great advice we are listening o k ",0,2,3
"13241",2014-02-25,109.19,"to aspiring entrepreneurs be focused know your goals put everything you ve got into what you re doing every single day ",0,1,2
"13242",2014-02-25,109.19," jeanralphiooo i would endorse realdonaldtrump in a presidential run amp would guarantee he could create fast economic growth in a year thx",3,3,5
"13243",2014-02-25,109.19," lookingforward realdonaldtrump words of wisdom from the pro himself inspiration lt great ",2,1,5
"13244",2014-02-25,109.19," emily ellyn love playing the links in scotland gorgeous finestgolfholes realdonaldtrump thank you ",2,2,5
"13245",2014-02-25,109.19," raytirado realdonaldtrump looking forward to meeting you at cpac askhardquestions great ",0,1,3
"13246",2014-02-25,109.19," metrolinkfails kieranlalor mr trump it s called envy easy as that but so much is raised for charity ",3,1,0
"13247",2014-02-25,109.19," high altitude watching a program about realdonaldtrump private definitely the ferrari of the sky beautiful thank you ",1,2,5
"13248",2014-02-25,109.19," rabidcop thanks donald for the biz tips really have me feeling like i can go do this great ideas terrific ",1,0,12
"13249",2014-02-25,109.19,"with the world hating us and wanting to destroy the u s we have just cut the hell out of the military budget making it smallest since ",-3,-3,-11
"13250",2014-02-25,109.19," sirtyro saw this today from a few hundred feet very impressive building ",1,1,3
"13251",2014-02-25,109.19,"to aspiring entrepreneurs be ready for problems you ll have them every day so remember to look at the solution not the problem ",1,1,-3
"13252",2014-02-25,109.19,"models remember to register for the trump model search check out the info here ",1,1,0
"13253",2014-02-25,109.19," orangeblood syracuse is about to be a little more lively realdonaldtrump to visit for republican fundraiser looking forward to it ",1,2,2
"13254",2014-02-25,109.19,"congrats marklevinshow on fantastic article when b writes so nicely about you it really means something ",2,0,6
"13255",2014-02-25,109.19," davidvnyc trump tower is a gorgeous building inside and out and hell of a compliment to the new york skyline iloveny thank you ",2,3,-2
"13256",2014-02-25,109.19," gina realdonaldtrump r the rumors true mr trump r u running pres we need a smart person in the white house ",1,1,3
"13257",2014-02-25,109.19,"just did final purchase on fabulous lodgeatdoonbeg in ireland will become trump international hotel amp golf links ireland very exciting ",3,1,7
"13258",2014-02-25,109.19,"to aspiring entrepreneurs be tenacious once you ve decided on your goals remain fixed on them set the bar high ",1,2,0
"13259",2014-02-25,109.19,"to aspiring entrepreneurs trust your instincts they are there for a reason ",1,2,1
"13260",2014-02-25,109.19," lakers realdonaldtrump i m hearing trumpnationaldoral course looks spectacular miami is waitin for you ",1,-1,0
"13261",2014-02-26,109.39,"success tip achievers move forward at all times achievement is not a plateau it s a beginning ",2,3,2
"13262",2014-02-26,109.39," shawcrossblue finestgolfholes realdonaldtrump this looks epic i need to play this course it is great ",0,1,3
"13263",2014-02-26,109.39,"disappointed the newyorkobserver article on agschneiderman did not bring up his dealings w shirley huntley ",-1,-1,-2
"13264",2014-02-26,109.39," agschneiderman has never once said that he didn t ask for campaign contributions during the investigation ",0,0,0
"13265",2014-02-26,109.39,"success tip don t tread water get out there and go for it there s nothing wrong with bringing your talents to the surface ",1,1,0
"13266",2014-02-26,109.39,"wow ny observer story about agschneiderman really exposes him as a sleazebag amp crook he s bad for new york ",-1,-2,0
